X.seqnames	X.start	X.end	X.width	X.strand	X.gene	X.product	X.product_type	X.locus_tag	X.GO_term	X.EC_number	X.note	X.withReplication	X.PY79_rpkm	X.delta_walJ_rpkm	X.delta_mutSL_rpkm	X.GC_content	gene	product	product_type	locus_tag	GO_term	EC_number	note	withReplication	PY79_rpkm	delta_walJ_rpkm	delta_mutSL_rpkm	GC_content
PY79	3299552	3300559	1008	-	gapA	Glyceraldehyde-3-phosphate dehydrogenase 1	CDS	U712_16980	GO:0004365	1.2.1.12		codirectional	6575	21.166	30.2836	0.435516	gapA	Glyceraldehyde-3-phosphate dehydrogenase 1	CDS	U712_16980	GO:0004365	1.2.1.12		codirectional	6575	21.166	30.2836	0.435516
PY79	3300606	3301628	1023	-	cggR	Central glycolytic genes regulator	CDS	U712_16985				codirectional	562.501	16.8626	11.0952	0.458456	cggR	Central glycolytic genes regulator	CDS	U712_16985				codirectional	562.501	16.8626	11.0952	0.458456
PY79	3301926	3303320	1395	-	araE	Arabinose-proton symporter	CDS	U712_16990				codirectional	2.01928	72.9384	114.31	0.451613	araE	Arabinose-proton symporter	CDS	U712_16990				codirectional	2.01928	72.9384	114.31	0.451613
PY79	3303524	3304612	1089	+	araR	Arabinose metabolism transcriptional repressor	CDS	U712_16995				head-on	78.2631	86.1668	80.988	0.452709	araR	Arabinose metabolism transcriptional repressor	CDS	U712_16995				head-on	78.2631	86.1668	80.988	0.452709
PY79	3304661	3305671	1011	-	yvbT	Uncharacterized protein yvbT	CDS	U712_17000				codirectional	50.59	825.22	772.217	0.513353	yvbT	Uncharacterized protein yvbT	CDS	U712_17000				codirectional	50.59	825.22	772.217	0.513353
PY79	3305828	3306706	879	-	yvbU	Uncharacterized HTH-type transcriptional regulator yvbU	CDS	U712_17005				codirectional	14.3548	1284.24	1335.91	0.478953	yvbU	Uncharacterized HTH-type transcriptional regulator yvbU	CDS	U712_17005				codirectional	14.3548	1284.24	1335.91	0.478953
PY79	3306806	3307723	918	+	cyeB	Uncharacterized transporter yvbV	CDS	U712_17010	GO:0016020			head-on	12.0965	436.513	290.311	0.502179	cyeB	Uncharacterized transporter yvbV	CDS	U712_17010	GO:0016020			head-on	12.0965	436.513	290.311	0.502179
PY79	3307764	3309107	1344	-	yvbW	Uncharacterized amino acid permease YvbW	CDS	U712_17015	GO:0006810			codirectional	52.0165	2316.81	2223.12	0.454613	yvbW	Uncharacterized amino acid permease YvbW	CDS	U712_17015	GO:0006810			codirectional	52.0165	2316.81	2223.12	0.454613
PY79	3309509	3310543	1035	-	yvbX	Uncharacterized glycosylase yvbX	CDS	U712_17020				codirectional	42.3541	1225.29	1065.67	0.409662	yvbX	Uncharacterized glycosylase yvbX	CDS	U712_17020				codirectional	42.3541	1225.29	1065.67	0.409662
PY79	3310651	3311373	723	-	lutC	Lactate utilization protein C	CDS	U712_17025				codirectional	225.717	796.797	1026.93	0.493776	lutC	Lactate utilization protein C	CDS	U712_17025				codirectional	225.717	796.797	1026.93	0.493776
PY79	3311373	3312812	1440	-	lutB	Lactate utilization protein B	CDS	U712_17030				codirectional	162.347	912.552	1029.12	0.496528	lutB	Lactate utilization protein B	CDS	U712_17030				codirectional	162.347	912.552	1029.12	0.496528
PY79	3312839	3313555	717	-	lutA	Lactate utilization protein A	CDS	U712_17035				codirectional	156.078	22.4259	11.2105	0.493724	lutA	Lactate utilization protein A	CDS	U712_17035				codirectional	156.078	22.4259	11.2105	0.493724
PY79	3313730	3314332	603	-	yvfU	Uncharacterized transcriptional regulatory protein yvfU	CDS	U712_17040				codirectional	20.4618	23.499	10.2359	0.461028	yvfU	Uncharacterized transcriptional regulatory protein yvfU	CDS	U712_17040				codirectional	20.4618	23.499	10.2359	0.461028
PY79	3314349	3315464	1116	-	yvfT	Sensor histidine kinase yvfT	CDS	U712_17045				codirectional	20.0051	58.1152	55.349	0.437276	yvfT	Sensor histidine kinase yvfT	CDS	U712_17045				codirectional	20.0051	58.1152	55.349	0.437276
PY79	3315468	3316205	738	-	yvfS	Putative transport permease yvfS	CDS	U712_17050				codirectional	2.1766	51.4474	69.1682	0.45393	yvfS	Putative transport permease yvfS	CDS	U712_17050				codirectional	2.1766	51.4474	69.1682	0.45393
PY79	3316206	3317108	903	-	yvfR	Uncharacterized ABC transporter ATP-binding protein YvfR	CDS	U712_17055				codirectional	2.2945	45.3871	58.372	0.454042	yvfR	Uncharacterized ABC transporter ATP-binding protein YvfR	CDS	U712_17055				codirectional	2.2945	45.3871	58.372	0.454042
PY79	3317178	3317306	129	-	U712_17060	Hypothetical Protein	CDS	U712_17060				codirectional	0.541398	39.7782	64.8251	0.418605	U712_17060	Hypothetical Protein	CDS	U712_17060				codirectional	0.541398	39.7782	64.8251	0.418605
PY79	3317395	3318204	810	+	rsbQ	Sigma factor sigB regulation protein rsbQ	CDS	U712_17065				head-on	93.7528	10.5499	10.0145	0.480247	rsbQ	Sigma factor sigB regulation protein rsbQ	CDS	U712_17065				head-on	93.7528	10.5499	10.0145	0.480247
PY79	3318240	3319451	1212	+	rsbP	Phosphoserine phosphatase rsbP	CDS	U712_17070	GO:0004721			head-on	96.1938	22.3876	22.5679	0.428218	rsbP	Phosphoserine phosphatase rsbP	CDS	U712_17070	GO:0004721			head-on	96.1938	22.3876	22.5679	0.428218
PY79	3319505	3320830	1326	-	ganB	Arabinogalactan endo-1,4-beta-galactosidase	CDS	U712_17075		3.2.1.89		codirectional	3.26554	318.219	304.224	0.466817	ganB	Arabinogalactan endo-1,4-beta-galactosidase	CDS	U712_17075		3.2.1.89		codirectional	3.26554	318.219	304.224	0.466817
PY79	3320874	3322934	2061	-	ganA	Beta-galactosidase ganA	CDS	U712_17080	GO:0004565	3.2.1.23		codirectional	7.18397	934.792	843.218	0.485687	ganA	Beta-galactosidase ganA	CDS	U712_17080	GO:0004565	3.2.1.23		codirectional	7.18397	934.792	843.218	0.485687
PY79	3322956	3323807	852	-	ganQ	Putative arabinogalactan oligomer transport system permease protein ganQ	CDS	U712_17085	GO:0005215			codirectional	10.1646	823.635	748.495	0.462441	ganQ	Putative arabinogalactan oligomer transport system permease protein ganQ	CDS	U712_17085	GO:0005215			codirectional	10.1646	823.635	748.495	0.462441
PY79	3323811	3325067	1257	-	ganP	Putative arabinogalactan oligomer transport system permease protein ganP	CDS	U712_17090	GO:0005215			codirectional	13.631	195.632	204.221	0.429594	ganP	Putative arabinogalactan oligomer transport system permease protein ganP	CDS	U712_17090	GO:0005215			codirectional	13.631	195.632	204.221	0.429594
PY79	3325107	3326372	1266	-	cycB	Cyclodextrin-binding protein	CDS	U712_17095	GO:0005215			codirectional	19.4369	209.289	206.178	0.447077	cycB	Cyclodextrin-binding protein	CDS	U712_17095	GO:0005215			codirectional	19.4369	209.289	206.178	0.447077
PY79	3326513	3327505	993	-	ganR	HTH-type transcriptional regulator ganR	CDS	U712_17100				codirectional	24.9447	5.11401	5.07576	0.434038	ganR	HTH-type transcriptional regulator ganR	CDS	U712_17100				codirectional	24.9447	5.11401	5.07576	0.434038
PY79	3327685	3328344	660	-	yvfI	HTH-type transcriptional regulator lutR	CDS	U712_17105				codirectional	29.0649	5.08131	6.03339	0.492424	yvfI	HTH-type transcriptional regulator lutR	CDS	U712_17105				codirectional	29.0649	5.08131	6.03339	0.492424
PY79	3328634	3330325	1692	+	yvfH	L-lactate permease	CDS	U712_17110	GO:0015129			head-on	20.0881	226.144	308.735	0.50591	yvfH	L-lactate permease	CDS	U712_17110	GO:0015129			head-on	20.0881	226.144	308.735	0.50591
PY79	3330352	3331662	1311	-	sigL	RNA polymerase sigma-54 factor	CDS	U712_17115				codirectional	51.6212	127.836	125.108	0.457666	sigL	RNA polymerase sigma-54 factor	CDS	U712_17115				codirectional	51.6212	127.836	125.108	0.457666
PY79	3331664	3331783	120	+	U712_17120	Hypothetical Protein	CDS	U712_17120				head-on	357.932	22.2972	26.3735	0.35	U712_17120	Hypothetical Protein	CDS	U712_17120				head-on	357.932	22.2972	26.3735	0.35
PY79	3331741	3331959	219	+	yvfG	Uncharacterized protein yvfG	CDS	U712_17125				head-on	277.661	0	0	0.392694	yvfG	Uncharacterized protein yvfG	CDS	U712_17125				head-on	277.661	0	0	0.392694
PY79	3331969	3332937	969	-	epsO	Putative pyruvyl transferase epsO	CDS	U712_17130				codirectional	27.1722	19.8278	15.5081	0.462332	epsO	Putative pyruvyl transferase epsO	CDS	U712_17130				codirectional	27.1722	19.8278	15.5081	0.462332
PY79	3332916	3334082	1167	-	epsN	Putative pyridoxal phosphate-dependent aminotransferase epsN	CDS	U712_17135				codirectional	9.55543	62.6764	59.9374	0.493573	epsN	Putative pyridoxal phosphate-dependent aminotransferase epsN	CDS	U712_17135				codirectional	9.55543	62.6764	59.9374	0.493573
PY79	3334087	3334737	651	-	epsM	Putative acetyltransferase epsM	CDS	U712_17140				codirectional	4.36279	36.703	36.7827	0.546851	epsM	Putative acetyltransferase epsM	CDS	U712_17140				codirectional	4.36279	36.703	36.7827	0.546851
PY79	3334734	3335342	609	-	epsL	Uncharacterized sugar transferase EpsL	CDS	U712_17145				codirectional	3.82268	16.316	24.6097	0.486043	epsL	Uncharacterized sugar transferase EpsL	CDS	U712_17145				codirectional	3.82268	16.316	24.6097	0.486043
PY79	3335339	3336856	1518	-	epsK	Uncharacterized membrane protein epsK	CDS	U712_17150	GO:0000271			codirectional	3.84935	30.5944	40.5374	0.475626	epsK	Uncharacterized membrane protein epsK	CDS	U712_17150	GO:0000271			codirectional	3.84935	30.5944	40.5374	0.475626
PY79	3336853	3337887	1035	-	epsJ	Uncharacterized glycosyltransferase epsJ	CDS	U712_17155				codirectional	4.49858	28.0435	27.3879	0.4657	epsJ	Uncharacterized glycosyltransferase epsJ	CDS	U712_17155				codirectional	4.49858	28.0435	27.3879	0.4657
PY79	3337884	3338960	1077	-	epsI	Putative pyruvyl transferase epsI	CDS	U712_17160				codirectional	2.81004	39.3392	44.9146	0.491179	epsI	Putative pyruvyl transferase epsI	CDS	U712_17160				codirectional	2.81004	39.3392	44.9146	0.491179
PY79	3338965	3339999	1035	-	epsH	Putative glycosyltransferase epsH	CDS	U712_17165				codirectional	3.12651	42.7185	37.0982	0.474396	epsH	Putative glycosyltransferase epsH	CDS	U712_17165				codirectional	3.12651	42.7185	37.0982	0.474396
PY79	3340024	3341127	1104	-	epsG	Transmembrane protein epsG	CDS	U712_17170				codirectional	4.36502	32.5173	20.4462	0.435688	epsG	Transmembrane protein epsG	CDS	U712_17170				codirectional	4.36502	32.5173	20.4462	0.435688
PY79	3341124	3342278	1155	-	epsF	Putative glycosyltransferase epsF	CDS	U712_17175				codirectional	5.74445	281.099	171.128	0.522944	epsF	Putative glycosyltransferase epsF	CDS	U712_17175				codirectional	5.74445	281.099	171.128	0.522944
PY79	3342271	3343107	837	-	epsE	Putative glycosyltransferase epsE	CDS	U712_17180				codirectional	6.89782	256.015	194.685	0.475508	epsE	Putative glycosyltransferase epsE	CDS	U712_17180				codirectional	6.89782	256.015	194.685	0.475508
PY79	3343104	3344249	1146	-	epsD	Putative glycosyltransferase epsD	CDS	U712_17185				codirectional	7.35376	104.413	61.5067	0.494764	epsD	Putative glycosyltransferase epsD	CDS	U712_17185				codirectional	7.35376	104.413	61.5067	0.494764
PY79	3344261	3346057	1797	-	epsC	Probable polysaccharide biosynthesis protein epsC	CDS	U712_17190	GO:0009058			codirectional	6.03703	37.1441	20.6219	0.468559	epsC	Probable polysaccharide biosynthesis protein epsC	CDS	U712_17190	GO:0009058			codirectional	6.03703	37.1441	20.6219	0.468559
PY79	3346316	3346999	684	-	epsB	Putative tyrosine-protein kinase YveL	CDS	U712_17195		2.7.10.2		codirectional	7.11337	72.8011	42.3483	0.450292	epsB	Putative tyrosine-protein kinase YveL	CDS	U712_17195		2.7.10.2		codirectional	7.11337	72.8011	42.3483	0.450292
PY79	3347005	3347709	705	-	epsA	Uncharacterized protein YveK	CDS	U712_17200				codirectional	7.72702	23.6837	14.9683	0.460993	epsA	Uncharacterized protein YveK	CDS	U712_17200				codirectional	7.72702	23.6837	14.9683	0.460993
PY79	3347955	3348413	459	+	slrR	HTH-type transcriptional regulator slrR	CDS	U712_17205				head-on	1.11582	16.4138	6.89502	0.409586	slrR	HTH-type transcriptional regulator slrR	CDS	U712_17205				head-on	1.11582	16.4138	6.89502	0.409586
PY79	3348489	3349958	1470	+	pnbA	Para-nitrobenzyl esterase	CDS	U712_17210				head-on	10.0405	20.8721	9.98797	0.489116	pnbA	Para-nitrobenzyl esterase	CDS	U712_17210				head-on	10.0405	20.8721	9.98797	0.489116
PY79	3349961	3350152	192	+	U712_17215	Hypothetical Protein	CDS	U712_17215				head-on	11.0338	6.69089	10.1523	0.458333	U712_17215	Hypothetical Protein	CDS	U712_17215				head-on	11.0338	6.69089	10.1523	0.458333
PY79	3350179	3350664	486	-	padC	Phenolic acid decarboxylase padC	CDS	U712_17220				codirectional	3.44891	14.9399	10.3708	0.390947	padC	Phenolic acid decarboxylase padC	CDS	U712_17220				codirectional	3.44891	14.9399	10.3708	0.390947
PY79	3350687	3351172	486	-	yveG		CDS	U712_17225			premature stop codon at amino acid position 41	codirectional	3.83212	81.819	47.741	0.44856	yveG		CDS	U712_17225			premature stop codon at amino acid position 41	codirectional	3.83212	81.819	47.741	0.44856
PY79	3351273	3351956	684	-	racX	Probable amino-acid racemase	CDS	U712_17235		5.1.1.13		codirectional	16.371	29.2201	20.1627	0.445906	racX	Probable amino-acid racemase	CDS	U712_17235		5.1.1.13		codirectional	16.371	29.2201	20.1627	0.445906
PY79	3351972	3353327	1356	-	pbpE	Penicillin-binding protein 4*	CDS	U712_17240	GO:0009002	3.4.16.4		codirectional	10.919	52.4539	34.4543	0.451327	pbpE	Penicillin-binding protein 4*	CDS	U712_17240	GO:0009002	3.4.16.4		codirectional	10.919	52.4539	34.4543	0.451327
PY79	3353866	3355287	1422	+	sacB	Levansucrase	CDS	U712_17245	GO:0050053	2.4.1.10		head-on	17.5993	20.2941	11.0036	0.411392	sacB	Levansucrase	CDS	U712_17245	GO:0050053	2.4.1.10		head-on	17.5993	20.2941	11.0036	0.411392
PY79	3355361	3356911	1551	+	levB	Levanbiose-producing levanase	CDS	U712_17250	GO:0031219	3.2.1.65		head-on	3.19708	16.1557	12.9729	0.451966	levB	Levanbiose-producing levanase	CDS	U712_17250	GO:0031219	3.2.1.65		head-on	3.19708	16.1557	12.9729	0.451966
PY79	3357019	3358581	1563	+	yveA	Aspartate-proton symporter	CDS	U712_17255				head-on	1.32561	17.4621	14.262	0.462572	yveA	Aspartate-proton symporter	CDS	U712_17255				head-on	1.32561	17.4621	14.262	0.462572
PY79	3358676	3359260	585	+	yvdT	Uncharacterized HTH-type transcriptional regulator yvdT	CDS	U712_17260				head-on	160.135	57.065	32.4596	0.394872	yvdT	Uncharacterized HTH-type transcriptional regulator yvdT	CDS	U712_17260				head-on	160.135	57.065	32.4596	0.394872
PY79	3359342	3359677	336	+	yvdS	Uncharacterized membrane protein yvdS	CDS	U712_17265				head-on	13.8572	33.2379	19.116	0.428571	yvdS	Uncharacterized membrane protein yvdS	CDS	U712_17265				head-on	13.8572	33.2379	19.116	0.428571
PY79	3359677	3359997	321	+	yvdR	Uncharacterized membrane protein yvdR	CDS	U712_17270				head-on	12.184	58.4269	35.4201	0.476636	yvdR	Uncharacterized membrane protein yvdR	CDS	U712_17270				head-on	12.184	58.4269	35.4201	0.476636
PY79	3360033	3360545	513	-	yvdQ	Uncharacterized protein yvdQ	CDS	U712_17275				codirectional	4.58342	12.832	5.69951	0.493177	yvdQ	Uncharacterized protein yvdQ	CDS	U712_17275				codirectional	4.58342	12.832	5.69951	0.493177
PY79	3360797	3362140	1344	-	yvdP	Uncharacterized FAD-linked oxidoreductase yvdP	CDS	U712_17280				codirectional	10.0984	16.4553	8.80378	0.41369	yvdP	Uncharacterized FAD-linked oxidoreductase yvdP	CDS	U712_17280				codirectional	10.0984	16.4553	8.80378	0.41369
PY79	3362496	3363458	963	+	cotR	Putative sporulation hydrolase CotR	CDS	U712_17285				head-on	7.05898	18.7089	9.68567	0.44756	cotR	Putative sporulation hydrolase CotR	CDS	U712_17285				head-on	7.05898	18.7089	9.68567	0.44756
PY79	3364088	3364681	594	+	clpP	ATP-dependent Clp protease proteolytic subunit 1	CDS	U712_17290	GO:0008462	3.4.21.92		head-on	805.751	103.953	60.0163	0.454545	clpP	ATP-dependent Clp protease proteolytic subunit 1	CDS	U712_17290	GO:0008462	3.4.21.92		head-on	805.751	103.953	60.0163	0.454545
PY79	3364727	3365407	681	-	mdxM	Putative beta-phosphoglucomutase	CDS	U712_17295	GO:0008801	5.4.2.6		codirectional	10.3239	7.53508	6.5407	0.441997	mdxM	Putative beta-phosphoglucomutase	CDS	U712_17295	GO:0008801	5.4.2.6		codirectional	10.3239	7.53508	6.5407	0.441997
PY79	3365404	3367089	1686	-	mdxL	Oligo-1,6-glucosidase 1	CDS	U712_17300	GO:0031216	3.2.1.135		codirectional	7.01442	10.962	3.65509	0.438909	mdxL	Oligo-1,6-glucosidase 1	CDS	U712_17300	GO:0031216	3.2.1.135		codirectional	7.01442	10.962	3.65509	0.438909
PY79	3367082	3369355	2274	-	mdxK	Uncharacterized glycosyl hydrolase yvdK	CDS	U712_17305	GO:0050082	2.4.1.8		codirectional	5.75349	10.1327	5.24906	0.448989	mdxK	Uncharacterized glycosyl hydrolase yvdK	CDS	U712_17305	GO:0050082	2.4.1.8		codirectional	5.75349	10.1327	5.24906	0.448989
PY79	3369333	3370217	885	-	mdxJ	Putative maltodextrin utilization protein yvdJ	CDS	U712_17310				codirectional	4.41928	28.502	13.6531	0.439548	mdxJ	Putative maltodextrin utilization protein yvdJ	CDS	U712_17310				codirectional	4.41928	28.502	13.6531	0.439548
PY79	3370223	3371059	837	-	mdxG	Maltodextrin transport system permease protein mdxG	CDS	U712_17315	GO:0005215			codirectional	3.69923	16.4039	12.6077	0.459976	mdxG	Maltodextrin transport system permease protein mdxG	CDS	U712_17315	GO:0005215			codirectional	3.69923	16.4039	12.6077	0.459976
PY79	3371060	3372367	1308	-	mdxF	Maltodextrin transport system permease protein mdxF	CDS	U712_17320	GO:0005215			codirectional	3.77323	22.7494	14.7249	0.421254	mdxF	Maltodextrin transport system permease protein mdxF	CDS	U712_17320	GO:0005215			codirectional	3.77323	22.7494	14.7249	0.421254
PY79	3372407	3373660	1254	-	mdxE	Maltodextrin-binding protein mdxE	CDS	U712_17325	GO:0005215			codirectional	3.82433	143.095	181.333	0.429825	mdxE	Maltodextrin-binding protein mdxE	CDS	U712_17325	GO:0005215			codirectional	3.82433	143.095	181.333	0.429825
PY79	3373756	3375522	1767	-	mdxD	Intracellular maltogenic amylase	CDS	U712_17330	GO:0031216	3.2.1.135		codirectional	1.52829	93.7634	145.932	0.435767	mdxD	Intracellular maltogenic amylase	CDS	U712_17330	GO:0031216	3.2.1.135		codirectional	1.52829	93.7634	145.932	0.435767
PY79	3375638	3376588	951	-	mdxR	Uncharacterized HTH-type transcriptional regulator yvdE	CDS	U712_17335	GO:0003700			codirectional	0.416154	11.6239	13.7417	0.449001	mdxR	Uncharacterized HTH-type transcriptional regulator yvdE	CDS	U712_17335	GO:0003700			codirectional	0.416154	11.6239	13.7417	0.449001
PY79	3376794	3377369	576	-	yvdD	LOG family protein yvdD	CDS	U712_17340				codirectional	55.2903	101.885	123.186	0.463542	yvdD	LOG family protein yvdD	CDS	U712_17340				codirectional	55.2903	101.885	123.186	0.463542
PY79	3377486	3377806	321	+	yvdC	Uncharacterized protein yvdC	CDS	U712_17345				head-on	45.69	7.48455	10.0892	0.457944	yvdC	Uncharacterized protein yvdC	CDS	U712_17345				head-on	45.69	7.48455	10.0892	0.457944
PY79	3377833	3379425	1593	-	yvdB	Putative sulfate transporter yvdB	CDS	U712_17350	GO:0005215			codirectional	12.4511	114.387	84.1227	0.473949	yvdB	Putative sulfate transporter yvdB	CDS	U712_17350	GO:0005215			codirectional	12.4511	114.387	84.1227	0.473949
PY79	3379444	3380028	585	-	yvdA	Putative carbonic anhydrase YvdA	CDS	U712_17355	GO:0004089	4.2.1.1		codirectional	12.0181	128.671	93.5088	0.451282	yvdA	Putative carbonic anhydrase YvdA	CDS	U712_17355	GO:0004089	4.2.1.1		codirectional	12.0181	128.671	93.5088	0.451282
PY79	3380423	3381397	975	+	yvcT	Probable 2-ketogluconate reductase	CDS	U712_17360		1.1.1.79		head-on	154.747	8.12373	2.16064	0.451282	yvcT	Probable 2-ketogluconate reductase	CDS	U712_17360		1.1.1.79		head-on	154.747	8.12373	2.16064	0.451282
PY79	3381435	3383375	1941	-	yvcS	Uncharacterized ABC transporter permease yvcS	CDS	U712_17365				codirectional	51.3338	31.2547	28.0256	0.411643	yvcS	Uncharacterized ABC transporter permease yvcS	CDS	U712_17365				codirectional	51.3338	31.2547	28.0256	0.411643
PY79	3383350	3384129	780	-	yvcR	Uncharacterized ABC transporter ATP-binding protein YvcR	CDS	U712_17370				codirectional	56.7379	24.9591	9.16263	0.45641	yvcR	Uncharacterized ABC transporter ATP-binding protein YvcR	CDS	U712_17370				codirectional	56.7379	24.9591	9.16263	0.45641
PY79	3384212	3385282	1071	-	yvcQ	Sensor histidine kinase yvcQ	CDS	U712_17375				codirectional	47.7775	33.254	20.0192	0.451914	yvcQ	Sensor histidine kinase yvcQ	CDS	U712_17375				codirectional	47.7775	33.254	20.0192	0.451914
PY79	3385276	3385989	714	-	yvcP	Uncharacterized transcriptional regulatory protein yvcP	CDS	U712_17380				codirectional	41.6695	11.7349	7.38297	0.436975	yvcP	Uncharacterized transcriptional regulatory protein yvcP	CDS	U712_17380				codirectional	41.6695	11.7349	7.38297	0.436975
PY79	3386136	3386345	210	+	yvzJ	Uncharacterized lipoprotein yvzJ	CDS	U712_17385				head-on	24.3887	12.488	4.64103	0.361905	yvzJ	Uncharacterized lipoprotein yvzJ	CDS	U712_17385				head-on	24.3887	12.488	4.64103	0.361905
PY79	3386381	3387136	756	-	yvcN	Uncharacterized acetyltransferase yvcN	CDS	U712_17390		2.3.1.118		codirectional	179.405	12.317	9.45351	0.462963	yvcN	Uncharacterized acetyltransferase yvcN	CDS	U712_17390		2.3.1.118		codirectional	179.405	12.317	9.45351	0.462963
PY79	3387146	3387403	258	-	crh	HPr-like protein crh	CDS	U712_17395				codirectional	260.774	9.95853	7.8791	0.468992	crh	HPr-like protein crh	CDS	U712_17395				codirectional	260.774	9.95853	7.8791	0.468992
PY79	3387427	3388377	951	-	whiA	Putative sporulation transcription regulator whiA	CDS	U712_17400				codirectional	225.237	283.396	282.278	0.422713	whiA	Putative sporulation transcription regulator whiA	CDS	U712_17400				codirectional	225.237	283.396	282.278	0.422713
PY79	3388400	3389395	996	-	mgfK	UPF0052 protein yvcK	CDS	U712_17405				codirectional	201.457	19.7853	18.8973	0.465863	mgfK	UPF0052 protein yvcK	CDS	U712_17405				codirectional	201.457	19.7853	18.8973	0.465863
PY79	3389355	3390242	888	-	yvcJ	UPF0042 nucleotide-binding protein YhbJ	CDS	U712_17410				codirectional	173.474	21.6758	12.9702	0.448198	yvcJ	UPF0042 nucleotide-binding protein YhbJ	CDS	U712_17410				codirectional	173.474	21.6758	12.9702	0.448198
PY79	3390267	3390713	447	-	yvcI	Uncharacterized Nudix hydrolase yvcI	CDS	U712_17415				codirectional	169.888	11.8527	16.5276	0.465324	yvcI	Uncharacterized Nudix hydrolase yvcI	CDS	U712_17415				codirectional	169.888	11.8527	16.5276	0.465324
PY79	3391061	3392011	951	-	trxB	Thioredoxin reductase	CDS	U712_17420	GO:0004791	1.8.1.9		codirectional	383.033	21.7852	13.4668	0.44164	trxB	Thioredoxin reductase	CDS	U712_17420	GO:0004791	1.8.1.9		codirectional	383.033	21.7852	13.4668	0.44164
PY79	3392217	3393638	1422	-	cwlO	Peptidoglycan DL-endopeptidase CwlO	CDS	U712_17425				codirectional	2127.12	274.976	266.405	0.407876	cwlO	Peptidoglycan DL-endopeptidase CwlO	CDS	U712_17425				codirectional	2127.12	274.976	266.405	0.407876
PY79	3394019	3395473	1455	-	yvcD	TPR repeat-containing protein yvcD	CDS	U712_17430				codirectional	204.961	361.242	361.856	0.457732	yvcD	TPR repeat-containing protein yvcD	CDS	U712_17430				codirectional	204.961	361.242	361.856	0.457732
PY79	3395599	3397368	1770	-	bmrA	Multidrug resistance ABC transporter ATP-binding/permease protein BmrA	CDS	U712_17435				codirectional	34.4204	278.095	310.414	0.468362	bmrA	Multidrug resistance ABC transporter ATP-binding/permease protein BmrA	CDS	U712_17435				codirectional	34.4204	278.095	310.414	0.468362
PY79	3397533	3397892	360	-	yvzA	Uncharacterized protein yvzA	CDS	U712_17440				codirectional	75.4018	333.129	357.844	0.369444	yvzA	Uncharacterized protein yvzA	CDS	U712_17440				codirectional	75.4018	333.129	357.844	0.369444
PY79	3397907	3399817	1911	-	yvcB	Putative uncharacterized protein yvcB	CDS	U712_17445				codirectional	54.5518	416.604	347.401	0.364731	yvcB	Putative uncharacterized protein yvcB	CDS	U712_17445				codirectional	54.5518	416.604	347.401	0.364731
PY79	3399819	3400544	726	-	yvcA	Putative lipoprotein yvcA	CDS	U712_17450				codirectional	46.1434	2420.3	2032.14	0.336088	yvcA	Putative lipoprotein yvcA	CDS	U712_17450				codirectional	46.1434	2420.3	2032.14	0.336088
PY79	3400790	3401419	630	-	hisI	Histidine biosynthesis bifunctional protein HisIE	CDS	U712_17455	GO:0004635	3.6.1.31		codirectional	15.8527	501.075	705.355	0.503175	hisI	Histidine biosynthesis bifunctional protein HisIE	CDS	U712_17455	GO:0004635	3.6.1.31		codirectional	15.8527	501.075	705.355	0.503175
PY79	3401416	3402174	759	-	hisF	Imidazole glycerol phosphate synthase subunit hisF	CDS	U712_17460	GO:0000105			codirectional	13.9251	238.308	323.357	0.501976	hisF	Imidazole glycerol phosphate synthase subunit hisF	CDS	U712_17460	GO:0000105			codirectional	13.9251	238.308	323.357	0.501976
PY79	3402171	3402908	738	-	hisA	1-(5-phosphoribosyl)-5-[(5- phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase	CDS	U712_17465	GO:0003949	5.3.1.16		codirectional	14.1637	712.003	843.456	0.482385	hisA	1-(5-phosphoribosyl)-5-[(5- phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase	CDS	U712_17465	GO:0003949	5.3.1.16		codirectional	14.1637	712.003	843.456	0.482385
PY79	3402905	3403543	639	-	hisH	Imidazole glycerol phosphate synthase subunit hisH	CDS	U712_17470	GO:0003824			codirectional	13.9535	390.334	732.921	0.467919	hisH	Imidazole glycerol phosphate synthase subunit hisH	CDS	U712_17470	GO:0003824			codirectional	13.9535	390.334	732.921	0.467919
PY79	3403544	3404128	585	-	hisB	Imidazoleglycerol-phosphate dehydratase	CDS	U712_17475	GO:0004424	4.2.1.19		codirectional	11.7793	555.574	1134.34	0.464957	hisB	Imidazoleglycerol-phosphate dehydratase	CDS	U712_17475	GO:0004424	4.2.1.19		codirectional	11.7793	555.574	1134.34	0.464957
PY79	3404125	3405408	1284	-	hisD	Histidinol dehydrogenase	CDS	U712_17480	GO:0004399	1.1.1.23		codirectional	9.01108	544.167	873.498	0.493769	hisD	Histidinol dehydrogenase	CDS	U712_17480	GO:0004399	1.1.1.23		codirectional	9.01108	544.167	873.498	0.493769
PY79	3405405	3406028	624	-	hisG	ATP phosphoribosyltransferase	CDS	U712_17485	GO:0003879	2.4.2.17		codirectional	8.91659	331.619	476.335	0.498397	hisG	ATP phosphoribosyltransferase	CDS	U712_17485	GO:0003879	2.4.2.17		codirectional	8.91659	331.619	476.335	0.498397
