Name	Locus_tag	key	classif
S1555	new_4155210_4155306_c	new_4155210_4155306_c::AL009126.3:4155209-4155306(-)	5'
S1557	new_4159457_4159757_c	new_4159457_4159757_c::AL009126.3:4159456-4159757(-)	5'
S1560	new_4166589_4166725_c	new_4166589_4166725_c::AL009126.3:4166588-4166725(-)	5'
S1563	new_4169613_4169943_c	new_4169613_4169943_c::AL009126.3:4169612-4169943(-)	5'
S1564	new_4172910_4173113	new_4172910_4173113::AL009126.3:4172909-4173113(+)	5'
S1568	new_4180378_4180481_c	new_4180378_4180481_c::AL009126.3:4180377-4180481(-)	5'
S1569	new_4183947_4184016	new_4183947_4184016::AL009126.3:4183946-4184016(+)	5'
S1570	new_4185682_4186509_c	new_4185682_4186509_c::AL009126.3:4185681-4186509(-)	5'
S1571	new_4185817_4186091	new_4185817_4186091::AL009126.3:4185816-4186091(+)	5'
S1573	new_4194210_4195441_c	new_4194210_4195441_c::AL009126.3:4194209-4195441(-)	5'
S1575	new_4199733_4199799_c	new_4199733_4199799_c::AL009126.3:4199732-4199799(-)	5'
S1576	new_4204818_4204899	new_4204818_4204899::AL009126.3:4204817-4204899(+)	5'
S1578	new_4212890_4213020_c	new_4212890_4213020_c::AL009126.3:4212889-4213020(-)	5'
S1582	new_4215437_4215505_c	new_4215437_4215505_c::AL009126.3:4215436-4215505(-)	5'
S4	new_299_1067_c	new_299_1067_c::AL009126.3:298-1067(-)	indep
S37	new_71190_71799_c	new_71190_71799_c::AL009126.3:71189-71799(-)	indep
S72	new_204977_205210	new_204977_205210::AL009126.3:204976-205210(+)	indep
S81	new_234998_235624	new_234998_235624::AL009126.3:234997-235624(+)	indep
S140	new_474268_474634	new_474268_474634::AL009126.3:474267-474634(+)	indep
S144	new_490527_490638_c	new_490527_490638_c::AL009126.3:490526-490638(-)	indep
S163	new_519083_519559_c	new_519083_519559_c::AL009126.3:519082-519559(-)	indep
S181	new_560621_561166	new_560621_561166::AL009126.3:560620-561166(+)	indep
S198	new_606414_606611_c	new_606414_606611_c::AL009126.3:606413-606611(-)	indep
S249	new_785976_786536_c	new_785976_786536_c::AL009126.3:785975-786536(-)	indep
S254	new_820648_820823	new_820648_820823::AL009126.3:820647-820823(+)	indep
S275	new_863681_863837	new_863681_863837::AL009126.3:863680-863837(+)	indep
S309	new_961009_961338	new_961009_961338::AL009126.3:961008-961338(+)	indep
S313	new_972833_973008_c	new_972833_973008_c::AL009126.3:972832-973008(-)	indep
S326	new_1013861_1013971	new_1013861_1013971::AL009126.3:1013860-1013971(+)	indep
S345	new_1056384_1056537	new_1056384_1056537::AL009126.3:1056383-1056537(+)	indep
S348	new_1071709_1071971_c	new_1071709_1071971_c::AL009126.3:1071708-1071971(-)	indep
S357	new_1077024_1077320_c	new_1077024_1077320_c::AL009126.3:1077023-1077320(-)	indep
S372	new_1125843_1126369	new_1125843_1126369::AL009126.3:1125842-1126369(+)	indep
S381	new_1150464_1151119	new_1150464_1151119::AL009126.3:1150463-1151119(+)	indep
S415	new_1233399_1233524	new_1233399_1233524::AL009126.3:1233398-1233524(+)	indep
S423	new_1252566_1252752	new_1252566_1252752::AL009126.3:1252565-1252752(+)	indep
S458	new_1348200_1348403_c	new_1348200_1348403_c::AL009126.3:1348199-1348403(-)	indep
S462	new_1357486_1357852_c	new_1357486_1357852_c::AL009126.3:1357485-1357852(-)	indep
S499	new_1446841_1447052	new_1446841_1447052::AL009126.3:1446840-1447052(+)	indep
S512	new_1483539_1483640	new_1483539_1483640::AL009126.3:1483538-1483640(+)	indep
S526	new_1518175_1519804_c	new_1518175_1519804_c::AL009126.3:1518174-1519804(-)	indep
S547	new_1569226_1569349_c	new_1569226_1569349_c::AL009126.3:1569225-1569349(-)	indep
S562	new_1603592_1604734_c	new_1603592_1604734_c::AL009126.3:1603591-1604734(-)	indep
S612	new_1780399_1780532	new_1780399_1780532::AL009126.3:1780398-1780532(+)	indep
S641	new_1900570_1900855_c	new_1900570_1900855_c::AL009126.3:1900569-1900855(-)	indep
S645	new_1903330_1903490	new_1903330_1903490::AL009126.3:1903329-1903490(+)	indep
S653	new_1915001_1915132_c	new_1915001_1915132_c::AL009126.3:1915000-1915132(-)	indep
S659	new_1917432_1917610	new_1917432_1917610::AL009126.3:1917431-1917610(+)	indep
S665	new_1925528_1925637	new_1925528_1925637::AL009126.3:1925527-1925637(+)	indep
S717	new_2069824_2069977	new_2069824_2069977::AL009126.3:2069823-2069977(+)	indep
S718	new_2069984_2070118_c	new_2069984_2070118_c::AL009126.3:2069983-2070118(-)	indep
S728	new_2079086_2079196	new_2079086_2079196::AL009126.3:2079085-2079196(+)	indep
S731	new_2092326_2092824_c	new_2092326_2092824_c::AL009126.3:2092325-2092824(-)	indep
S732	new_2092817_2093011	new_2092817_2093011::AL009126.3:2092816-2093011(+)	indep
S796	new_2221639_2221791	new_2221639_2221791::AL009126.3:2221638-2221791(+)	indep
S797	new_2221793_2222297	new_2221793_2222297::AL009126.3:2221792-2222297(+)	indep
S809	new_2273515_2273748	new_2273515_2273748::AL009126.3:2273514-2273748(+)	indep
S821	new_2298463_2299409	new_2298463_2299409::AL009126.3:2298462-2299409(+)	indep
S834	new_2316227_2316424_c	new_2316227_2316424_c::AL009126.3:2316226-2316424(-)	indep
S849	new_2349590_2349664	new_2349590_2349664::AL009126.3:2349589-2349664(+)	indep
S857	new_2377495_2377626_c	new_2377495_2377626_c::AL009126.3:2377494-2377626(-)	indep
S863	new_2388935_2389134_c	new_2388935_2389134_c::AL009126.3:2388934-2389134(-)	indep
S869	new_2401843_2402036	new_2401843_2402036::AL009126.3:2401842-2402036(+)	indep
S877	new_2415264_2415371	new_2415264_2415371::AL009126.3:2415263-2415371(+)	indep
S885	new_2433788_2434859	new_2433788_2434859::AL009126.3:2433787-2434859(+)	indep
S903	new_2477758_2477958_c	new_2477758_2477958_c::AL009126.3:2477757-2477958(-)	indep
S907	new_2488815_2488968	new_2488815_2488968::AL009126.3:2488814-2488968(+)	indep
S912	new_2517585_2517755_c	new_2517585_2517755_c::AL009126.3:2517584-2517755(-)	indep
S962	new_2637203_2637542_c	new_2637203_2637542_c::AL009126.3:2637202-2637542(-)	indep
S968	new_2647725_2647872_c	new_2647725_2647872_c::AL009126.3:2647724-2647872(-)	indep
S976	new_2678362_2678577_c	new_2678362_2678577_c::AL009126.3:2678361-2678577(-)	indep
S977	new_2678579_2679086_c	new_2678579_2679086_c::AL009126.3:2678578-2679086(-)	indep
S978	new_2678724_2678943	new_2678724_2678943::AL009126.3:2678723-2678943(+)	indep
S1009	new_2740743_2740894	new_2740743_2740894::AL009126.3:2740742-2740894(+)	indep
S1022	new_2773764_2773889	new_2773764_2773889::AL009126.3:2773763-2773889(+)	indep
S1024	new_2778574_2778790_c	new_2778574_2778790_c::AL009126.3:2778573-2778790(-)	indep
S1027	new_2779165_2779384_c	new_2779165_2779384_c::AL009126.3:2779164-2779384(-)	indep
S1029	new_2780331_2780484_c	new_2780331_2780484_c::AL009126.3:2780330-2780484(-)	indep
S1052	new_2840767_2840964_c	new_2840767_2840964_c::AL009126.3:2840766-2840964(-)	indep
S1136	new_3036310_3036529_c	new_3036310_3036529_c::AL009126.3:3036309-3036529(-)	indep
S1234	new_3298930_3299376	new_3298930_3299376::AL009126.3:3298929-3299376(+)	indep
S1236	new_3299590_3299699	new_3299590_3299699::AL009126.3:3299589-3299699(+)	indep
S1243	new_3307598_3308367	new_3307598_3308367::AL009126.3:3307597-3308367(+)	indep
S1279	new_3420519_3421486	new_3420519_3421486::AL009126.3:3420518-3421486(+)	indep
S1326	new_3574321_3577707	new_3574321_3577707::AL009126.3:3574320-3577707(+)	indep
S1335	new_3602657_3602942	new_3602657_3602942::AL009126.3:3602656-3602942(+)	indep
S1388	new_3717709_3717906_c	new_3717709_3717906_c::AL009126.3:3717708-3717906(-)	indep
S1455	new_3856732_3856994_c	new_3856732_3856994_c::AL009126.3:3856731-3856994(-)	indep
S1494	new_3991968_3992056_c	new_3991968_3992056_c::AL009126.3:3991967-3992056(-)	indep
S1495	new_3996377_3996599	new_3996377_3996599::AL009126.3:3996376-3996599(+)	indep
S1534	new_4096991_4097415	new_4096991_4097415::AL009126.3:4096990-4097415(+)	indep
S1574	new_4198071_4198574	new_4198071_4198574::AL009126.3:4198070-4198574(+)	indep
S1579	new_4213186_4215471	new_4213186_4215471::AL009126.3:4213185-4215471(+)	indep
S2	new_24_297_c	new_24_297_c::AL009126.3:23-297(-)	Indep-NT
S9	new_17238_17833_c	new_17238_17833_c::AL009126.3:17237-17833(-)	Indep-NT
S13	new_19194_19923_c	new_19194_19923_c::AL009126.3:19193-19923(-)	Indep-NT
S25	new_47673_50019_c	new_47673_50019_c::AL009126.3:47672-50019(-)	Indep-NT
S31	new_53363_55717_c	new_53363_55717_c::AL009126.3:53362-55717(-)	Indep-NT
S41	new_88050_89566_c	new_88050_89566_c::AL009126.3:88049-89566(-)	Indep-NT
S58	new_153039_153507_c	new_153039_153507_c::AL009126.3:153038-153507(-)	Indep-NT
S111	new_339807_339955_c	new_339807_339955_c::AL009126.3:339806-339955(-)	Indep-NT
S117	new_347670_349525_c	new_347670_349525_c::AL009126.3:347669-349525(-)	Indep-NT
S145	new_490639_490854	new_490639_490854::AL009126.3:490638-490854(+)	Indep-NT
S166	new_525021_528076_c	new_525021_528076_c::AL009126.3:525020-528076(-)	Indep-NT
S170	new_532412_532652_c	new_532412_532652_c::AL009126.3:532411-532652(-)	Indep-NT
S214	new_658495_658899	new_658495_658899::AL009126.3:658494-658899(+)	Indep-NT
S235	new_726024_726828	new_726024_726828::AL009126.3:726023-726828(+)	Indep-NT
S253	new_818976_820073	new_818976_820073::AL009126.3:818975-820073(+)	Indep-NT
S265	new_839062_840126	new_839062_840126::AL009126.3:839061-840126(+)	Indep-NT
S283	new_887222_887809	new_887222_887809::AL009126.3:887221-887809(+)	Indep-NT
S286	new_911330_911718_c	new_911330_911718_c::AL009126.3:911329-911718(-)	Indep-NT
S289	new_926651_926919_c	new_926651_926919_c::AL009126.3:926650-926919(-)	Indep-NT
S359	new_1094366_1094987_c	new_1094366_1094987_c::AL009126.3:1094365-1094987(-)	Indep-NT
S400	new_1205658_1206260_c	new_1205658_1206260_c::AL009126.3:1205657-1206260(-)	Indep-NT
S416	new_1233877_1235778	new_1233877_1235778::AL009126.3:1233876-1235778(+)	Indep-NT
S444	new_1279022_1279523	new_1279022_1279523::AL009126.3:1279021-1279523(+)	Indep-NT
S498	new_1446289_1447115_c	new_1446289_1447115_c::AL009126.3:1446288-1447115(-)	Indep-NT
S503	new_1454795_1455013_c	new_1454795_1455013_c::AL009126.3:1454794-1455013(-)	Indep-NT
S555	new_1581224_1582676_c	new_1581224_1582676_c::AL009126.3:1581223-1582676(-)	Indep-NT
S572	new_1643910_1644485_c	new_1643910_1644485_c::AL009126.3:1643909-1644485(-)	Indep-NT
S601	new_1748711_1749895_c	new_1748711_1749895_c::AL009126.3:1748710-1749895(-)	Indep-NT
S623	new_1872786_1873153	new_1872786_1873153::AL009126.3:1872785-1873153(+)	Indep-NT
S632	new_1888890_1889195_c	new_1888890_1889195_c::AL009126.3:1888889-1889195(-)	Indep-NT
S651	new_1912142_1913240_c	new_1912142_1913240_c::AL009126.3:1912141-1913240(-)	Indep-NT
S661	new_1921866_1922524_c	new_1921866_1922524_c::AL009126.3:1921865-1922524(-)	Indep-NT
S675	new_1940412_1941158_c	new_1940412_1941158_c::AL009126.3:1940411-1941158(-)	Indep-NT
S708	new_2053985_2054612	new_2053985_2054612::AL009126.3:2053984-2054612(+)	Indep-NT
S733	new_2093013_2093780	new_2093013_2093780::AL009126.3:2093012-2093780(+)	Indep-NT
S784	new_2208373_2208745	new_2208373_2208745::AL009126.3:2208372-2208745(+)	Indep-NT
S811	new_2273801_2274302	new_2273801_2274302::AL009126.3:2273800-2274302(+)	Indep-NT
S827	new_2306683_2307712_c	new_2306683_2307712_c::AL009126.3:2306682-2307712(-)	Indep-NT
S871	new_2406881_2407627	new_2406881_2407627::AL009126.3:2406880-2407627(+)	Indep-NT
S882	new_2432160_2433082	new_2432160_2433082::AL009126.3:2432159-2433082(+)	Indep-NT
S931	new_2569624_2570653	new_2569624_2570653::AL009126.3:2569623-2570653(+)	Indep-NT
S951	new_2600156_2602305	new_2600156_2602305::AL009126.3:2600155-2602305(+)	Indep-NT
S956	new_2608912_2610324	new_2608912_2610324::AL009126.3:2608911-2610324(+)	Indep-NT
S975	new_2664732_2666054	new_2664732_2666054::AL009126.3:2664731-2666054(+)	Indep-NT
S1038	new_2798008_2799197	new_2798008_2799197::AL009126.3:2798007-2799197(+)	Indep-NT
S1042	new_2806566_2806915	new_2806566_2806915::AL009126.3:2806565-2806915(+)	Indep-NT
S1070	new_2892550_2894991	new_2892550_2894991::AL009126.3:2892549-2894991(+)	Indep-NT
S1082	new_2930783_2931047	new_2930783_2931047::AL009126.3:2930782-2931047(+)	Indep-NT
S1083	new_2931889_2933301_c	new_2931889_2933301_c::AL009126.3:2931888-2933301(-)	Indep-NT
S1105	new_2989552_2990726	new_2989552_2990726::AL009126.3:2989551-2990726(+)	Indep-NT
S1157	new_3105438_3105878	new_3105438_3105878::AL009126.3:3105437-3105878(+)	Indep-NT
S1180	new_3170472_3171891	new_3170472_3171891::AL009126.3:3170471-3171891(+)	Indep-NT
S1193	new_3217011_3217663	new_3217011_3217663::AL009126.3:3217010-3217663(+)	Indep-NT
S1197	new_3222530_3223451	new_3222530_3223451::AL009126.3:3222529-3223451(+)	Indep-NT
S1202	new_3225687_3226671	new_3225687_3226671::AL009126.3:3225686-3226671(+)	Indep-NT
S1214	new_3255432_3256404	new_3255432_3256404::AL009126.3:3255431-3256404(+)	Indep-NT
S1224	new_3266637_3269004	new_3266637_3269004::AL009126.3:3266636-3269004(+)	Indep-NT
S1225	new_3273703_3274665	new_3273703_3274665::AL009126.3:3273702-3274665(+)	Indep-NT
S1227	new_3276604_3276710	new_3276604_3276710::AL009126.3:3276603-3276710(+)	Indep-NT
S1251	new_3335006_3335393_c	new_3335006_3335393_c::AL009126.3:3335005-3335393(-)	Indep-NT
S1290	new_3460206_3462957	new_3460206_3462957::AL009126.3:3460205-3462957(+)	Indep-NT
S1292	new_3463734_3464253_c	new_3463734_3464253_c::AL009126.3:3463733-3464253(-)	Indep-NT
S1354	new_3643957_3645689	new_3643957_3645689::AL009126.3:3643956-3645689(+)	Indep-NT
S1358	new_3647109_3647701_c	new_3647109_3647701_c::AL009126.3:3647108-3647701(-)	Indep-NT
S1359	new_3648747_3649980	new_3648747_3649980::AL009126.3:3648746-3649980(+)	Indep-NT
S1376	new_3681497_3681845_c	new_3681497_3681845_c::AL009126.3:3681496-3681845(-)	Indep-NT
S1445	new_3816846_3817724_c	new_3816846_3817724_c::AL009126.3:3816845-3817724(-)	Indep-NT
S1459	new_3873771_3874382	new_3873771_3874382::AL009126.3:3873770-3874382(+)	Indep-NT
S1485	new_3971340_3971882_c	new_3971340_3971882_c::AL009126.3:3971339-3971882(-)	Indep-NT
S1498	new_3998237_3998480_c	new_3998237_3998480_c::AL009126.3:3998236-3998480(-)	Indep-NT
S1520	new_4062713_4063346	new_4062713_4063346::AL009126.3:4062712-4063346(+)	Indep-NT
S1546	new_4133453_4134502	new_4133453_4134502::AL009126.3:4133452-4134502(+)	Indep-NT
S1559	new_4164565_4165231	new_4164565_4165231::AL009126.3:4164564-4165231(+)	Indep-NT
S1583	new_4215473_4215670	new_4215473_4215670::AL009126.3:4215472-4215670(+)	Indep-NT
S8	new_14811_15868	new_14811_15868::AL009126.3:14810-15868(+)	inter
S11	new_18866_18974	new_18866_18974::AL009126.3:18865-18974(+)	inter
S21	new_35356_35458	new_35356_35458::AL009126.3:35355-35458(+)	inter
S26	new_48474_48554	new_48474_48554::AL009126.3:48473-48554(+)	inter
S32	new_55707_55815	new_55707_55815::AL009126.3:55706-55815(+)	inter
S33	new_56193_56304	new_56193_56304::AL009126.3:56192-56304(+)	inter
S36	new_70382_70493	new_70382_70493::AL009126.3:70381-70493(+)	inter
S39	new_78940_79025	new_78940_79025::AL009126.3:78939-79025(+)	inter
S44	new_101212_101289	new_101212_101289::AL009126.3:101211-101289(+)	inter
S52	new_129162_129283	new_129162_129283::AL009126.3:129161-129283(+)	inter
S57	new_150362_150442	new_150362_150442::AL009126.3:150361-150442(+)	inter
S61	new_158510_159181	new_158510_159181::AL009126.3:158509-159181(+)	inter
S63	new_159779_160673	new_159779_160673::AL009126.3:159778-160673(+)	inter
S65	new_176316_176924	new_176316_176924::AL009126.3:176315-176924(+)	inter
S67	new_194669_194786	new_194669_194786::AL009126.3:194668-194786(+)	inter
S71	new_204891_204975	new_204891_204975::AL009126.3:204890-204975(+)	inter
S73	new_205212_205408	new_205212_205408::AL009126.3:205211-205408(+)	inter
S75	new_210947_211412	new_210947_211412::AL009126.3:210946-211412(+)	inter
S76	new_211769_211858	new_211769_211858::AL009126.3:211768-211858(+)	inter
S79	new_220105_220278	new_220105_220278::AL009126.3:220104-220278(+)	inter
S85	new_238571_238643_c	new_238571_238643_c::AL009126.3:238570-238643(-)	inter
S89	new_252315_252458	new_252315_252458::AL009126.3:252314-252458(+)	inter
S100	new_292874_293464	new_292874_293464::AL009126.3:292873-293464(+)	inter
S103	new_303797_304377	new_303797_304377::AL009126.3:303796-304377(+)	inter
S114	new_343495_343573	new_343495_343573::AL009126.3:343494-343573(+)	inter
S115	new_344370_344497	new_344370_344497::AL009126.3:344369-344497(+)	inter
S118	new_348596_348692	new_348596_348692::AL009126.3:348595-348692(+)	inter
S121	new_367293_368962	new_367293_368962::AL009126.3:367292-368962(+)	inter
S122	new_368894_371728_c	new_368894_371728_c::AL009126.3:368893-371728(-)	inter
S124	new_372628_372770_c	new_372628_372770_c::AL009126.3:372627-372770(-)	inter
S129	new_428689_428793	new_428689_428793::AL009126.3:428688-428793(+)	inter
S133	new_454593_455317	new_454593_455317::AL009126.3:454592-455317(+)	inter
S136	new_463491_463901	new_463491_463901::AL009126.3:463490-463901(+)	inter
S142	new_486278_486431	new_486278_486431::AL009126.3:486277-486431(+)	inter
S150	new_500046_500120	new_500046_500120::AL009126.3:500045-500120(+)	inter
S152	new_505044_505113	new_505044_505113::AL009126.3:505043-505113(+)	inter
S155	new_507739_508088	new_507739_508088::AL009126.3:507738-508088(+)	inter
S160	new_514779_515106	new_514779_515106::AL009126.3:514778-515106(+)	inter
S183	new_573400_574654	new_573400_574654::AL009126.3:573399-574654(+)	inter
S192	new_599344_599505_c	new_599344_599505_c::AL009126.3:599343-599505(-)	inter
S194	new_600145_600228_c	new_600145_600228_c::AL009126.3:600144-600228(-)	inter
S195	new_600907_601740_c	new_600907_601740_c::AL009126.3:600906-601740(-)	inter
S203	new_630028_630114	new_630028_630114::AL009126.3:630027-630114(+)	inter
S210	new_651963_653431	new_651963_653431::AL009126.3:651962-653431(+)	inter
S212	new_654693_655136	new_654693_655136::AL009126.3:654692-655136(+)	inter
S218	new_663288_663600	new_663288_663600::AL009126.3:663287-663600(+)	inter
S241	new_739577_739877	new_739577_739877::AL009126.3:739576-739877(+)	inter
S245	new_752253_752357	new_752253_752357::AL009126.3:752252-752357(+)	inter
S246	new_756987_757065	new_756987_757065::AL009126.3:756986-757065(+)	inter
S252	new_818856_819310_c	new_818856_819310_c::AL009126.3:818855-819310(-)	inter
S256	new_822331_822824	new_822331_822824::AL009126.3:822330-822824(+)	inter
S257	new_822826_826091	new_822826_826091::AL009126.3:822825-826091(+)	inter
S261	new_827843_827923	new_827843_827923::AL009126.3:827842-827923(+)	inter
S273	new_860294_861944	new_860294_861944::AL009126.3:860293-861944(+)	inter
S274	new_861494_861585_c	new_861494_861585_c::AL009126.3:861493-861585(-)	inter
S279	new_875695_876176	new_875695_876176::AL009126.3:875694-876176(+)	inter
S290	new_928080_928314	new_928080_928314::AL009126.3:928079-928314(+)	inter
S292	new_929322_929389	new_929322_929389::AL009126.3:929321-929389(+)	inter
S298	new_936766_937078	new_936766_937078::AL009126.3:936765-937078(+)	inter
S305	new_951346_951431	new_951346_951431::AL009126.3:951345-951431(+)	inter
S307	new_953026_953194	new_953026_953194::AL009126.3:953025-953194(+)	inter
S310	new_965798_965868	new_965798_965868::AL009126.3:965797-965868(+)	inter
S312	new_967323_967934	new_967323_967934::AL009126.3:967322-967934(+)	inter
S316	new_984595_985733_c	new_984595_985733_c::AL009126.3:984594-985733(-)	inter
S323	new_1006655_1006728	new_1006655_1006728::AL009126.3:1006654-1006728(+)	inter
S324	new_1008553_1008622	new_1008553_1008622::AL009126.3:1008552-1008622(+)	inter
S327	new_1018497_1020028_c	new_1018497_1020028_c::AL009126.3:1018496-1020028(-)	inter
S331	new_1032054_1034008	new_1032054_1034008::AL009126.3:1032053-1034008(+)	inter
S332	new_1035257_1035395	new_1035257_1035395::AL009126.3:1035256-1035395(+)	inter
S341	new_1045199_1045317	new_1045199_1045317::AL009126.3:1045198-1045317(+)	inter
S353	new_1074350_1074613_c	new_1074350_1074613_c::AL009126.3:1074349-1074613(-)	inter
S356	new_1076420_1076501_c	new_1076420_1076501_c::AL009126.3:1076419-1076501(-)	inter
S360	new_1094651_1095022	new_1094651_1095022::AL009126.3:1094650-1095022(+)	inter
S362	new_1097952_1098088_c	new_1097952_1098088_c::AL009126.3:1097951-1098088(-)	inter
S364	new_1107562_1107672	new_1107562_1107672::AL009126.3:1107561-1107672(+)	inter
S365	new_1116857_1117712_c	new_1116857_1117712_c::AL009126.3:1116856-1117712(-)	inter
S366	new_1117688_1117833	new_1117688_1117833::AL009126.3:1117687-1117833(+)	inter
S367	new_1117924_1118790	new_1117924_1118790::AL009126.3:1117923-1118790(+)	inter
S382	new_1150516_1150645_c	new_1150516_1150645_c::AL009126.3:1150515-1150645(-)	inter
S384	new_1151069_1151165_c	new_1151069_1151165_c::AL009126.3:1151068-1151165(-)	inter
S386	new_1153150_1153230	new_1153150_1153230::AL009126.3:1153149-1153230(+)	inter
S389	new_1160756_1162206	new_1160756_1162206::AL009126.3:1160755-1162206(+)	inter
S396	new_1189532_1189645	new_1189532_1189645::AL009126.3:1189531-1189645(+)	inter
S398	new_1192592_1192857	new_1192592_1192857::AL009126.3:1192591-1192857(+)	inter
S401	new_1207812_1208152	new_1207812_1208152::AL009126.3:1207811-1208152(+)	inter
S402	new_1211286_1211370	new_1211286_1211370::AL009126.3:1211285-1211370(+)	inter
S405	new_1217180_1217287	new_1217180_1217287::AL009126.3:1217179-1217287(+)	inter
S407	new_1221487_1221593	new_1221487_1221593::AL009126.3:1221486-1221593(+)	inter
S409	new_1227517_1227631	new_1227517_1227631::AL009126.3:1227516-1227631(+)	inter
S410	new_1228135_1228924	new_1228135_1228924::AL009126.3:1228134-1228924(+)	inter
S412	new_1229759_1229848	new_1229759_1229848::AL009126.3:1229758-1229848(+)	inter
S414	new_1233096_1233397	new_1233096_1233397::AL009126.3:1233095-1233397(+)	inter
S424	new_1253253_1253384	new_1253253_1253384::AL009126.3:1253252-1253384(+)	inter
S433	new_1265432_1265529	new_1265432_1265529::AL009126.3:1265431-1265529(+)	inter
S439	new_1275640_1275738	new_1275640_1275738::AL009126.3:1275639-1275738(+)	inter
S441	new_1276876_1277061_c	new_1276876_1277061_c::AL009126.3:1276875-1277061(-)	inter
S442	new_1277495_1278195_c	new_1277495_1278195_c::AL009126.3:1277494-1278195(-)	inter
S443	new_1278946_1279513_c	new_1278946_1279513_c::AL009126.3:1278945-1279513(-)	inter
S446	new_1289139_1289257	new_1289139_1289257::AL009126.3:1289138-1289257(+)	inter
S450	new_1298224_1298337	new_1298224_1298337::AL009126.3:1298223-1298337(+)	inter
S467	new_1374025_1374396	new_1374025_1374396::AL009126.3:1374024-1374396(+)	inter
S469	new_1383187_1383294_c	new_1383187_1383294_c::AL009126.3:1383186-1383294(-)	inter
S471	new_1385938_1386023_c	new_1385938_1386023_c::AL009126.3:1385937-1386023(-)	inter
S481	new_1413790_1414949	new_1413790_1414949::AL009126.3:1413789-1414949(+)	inter
S493	new_1439136_1439227	new_1439136_1439227::AL009126.3:1439135-1439227(+)	inter
S494	new_1439340_1439447	new_1439340_1439447::AL009126.3:1439339-1439447(+)	inter
S504	new_1454806_1455063	new_1454806_1455063::AL009126.3:1454805-1455063(+)	inter
S505	new_1457005_1457156	new_1457005_1457156::AL009126.3:1457004-1457156(+)	inter
S509	new_1478837_1478985	new_1478837_1478985::AL009126.3:1478836-1478985(+)	inter
S513	new_1483671_1483955	new_1483671_1483955::AL009126.3:1483670-1483955(+)	inter
S516	new_1485356_1485452	new_1485356_1485452::AL009126.3:1485355-1485452(+)	inter
S517	new_1485897_1486004	new_1485897_1486004::AL009126.3:1485896-1486004(+)	inter
S518	new_1491217_1492167	new_1491217_1492167::AL009126.3:1491216-1492167(+)	inter
S524	new_1516508_1516573_c	new_1516508_1516573_c::AL009126.3:1516507-1516573(-)	inter
S527	new_1518186_1518290	new_1518186_1518290::AL009126.3:1518185-1518290(+)	inter
S534	new_1534271_1535874	new_1534271_1535874::AL009126.3:1534270-1535874(+)	inter
S548	new_1569320_1569425	new_1569320_1569425::AL009126.3:1569319-1569425(+)	inter
S550	new_1570575_1571849	new_1570575_1571849::AL009126.3:1570574-1571849(+)	inter
S556	new_1586172_1586239	new_1586172_1586239::AL009126.3:1586171-1586239(+)	inter
S564	new_1605491_1605580	new_1605491_1605580::AL009126.3:1605490-1605580(+)	inter
S565	new_1606413_1606501	new_1606413_1606501::AL009126.3:1606412-1606501(+)	inter
S568	new_1630017_1630089	new_1630017_1630089::AL009126.3:1630016-1630089(+)	inter
S574	new_1655586_1655958	new_1655586_1655958::AL009126.3:1655585-1655958(+)	inter
S576	new_1658104_1658193	new_1658104_1658193::AL009126.3:1658103-1658193(+)	inter
S580	new_1674154_1674258	new_1674154_1674258::AL009126.3:1674153-1674258(+)	inter
S582	new_1680259_1680378	new_1680259_1680378::AL009126.3:1680258-1680378(+)	inter
S587	new_1718700_1718774	new_1718700_1718774::AL009126.3:1718699-1718774(+)	inter
S591	new_1731447_1731511	new_1731447_1731511::AL009126.3:1731446-1731511(+)	inter
S595	new_1739238_1739323	new_1739238_1739323::AL009126.3:1739237-1739323(+)	inter
S596	new_1741529_1741617	new_1741529_1741617::AL009126.3:1741528-1741617(+)	inter
S602	new_1754642_1754742	new_1754642_1754742::AL009126.3:1754641-1754742(+)	inter
S604	new_1764473_1764599	new_1764473_1764599::AL009126.3:1764472-1764599(+)	inter
S605	new_1765748_1765813	new_1765748_1765813::AL009126.3:1765747-1765813(+)	inter
S606	new_1767035_1767134	new_1767035_1767134::AL009126.3:1767034-1767134(+)	inter
S609	new_1770236_1770410	new_1770236_1770410::AL009126.3:1770235-1770410(+)	inter
S615	new_1783391_1783658	new_1783391_1783658::AL009126.3:1783390-1783658(+)	inter
S618	new_1859884_1859964_c	new_1859884_1859964_c::AL009126.3:1859883-1859964(-)	inter
S619	new_1863194_1863382	new_1863194_1863382::AL009126.3:1863193-1863382(+)	inter
S621	new_1868453_1868560	new_1868453_1868560::AL009126.3:1868452-1868560(+)	inter
S625	new_1879781_1880041	new_1879781_1880041::AL009126.3:1879780-1880041(+)	inter
S642	new_1901738_1901854	new_1901738_1901854::AL009126.3:1901737-1901854(+)	inter
S646	new_1904268_1904392_c	new_1904268_1904392_c::AL009126.3:1904267-1904392(-)	inter
S648	new_1906208_1907012	new_1906208_1907012::AL009126.3:1906207-1907012(+)	inter
S657	new_1916003_1916622	new_1916003_1916622::AL009126.3:1916002-1916622(+)	inter
S658	new_1917098_1917430	new_1917098_1917430::AL009126.3:1917097-1917430(+)	inter
S660	new_1919693_1919828	new_1919693_1919828::AL009126.3:1919692-1919828(+)	inter
